 
  1.6000000000000000e+01, 4.4627547200400000e-04, 0.0000e+00,  15,  15, 1, 0.0000000e+00, 0.0000000e+00
   12,    5,  -3.1506671424000e-03,  -1.1607899953700e-03,  1.7781e-03,  1.7742e-03
   12,    6,   1.7164763501100e-03,   3.8742307208600e-03,  2.1495e-03,  2.1600e-03
   12,    7,  -7.2378965711400e-04,  -2.5046015490000e-03,  2.3828e-03,  2.3854e-03
   12,    8,   8.4048169262100e-04,   2.6937863890500e-04,  2.5733e-03,  2.5924e-03
   12,    9,  -1.9070745877600e-03,   5.0773695194000e-05,  2.7379e-03,  2.7487e-03
   12,   10,  -1.9191870390100e-03,  -2.4303924406900e-03,  2.9613e-03,  2.9528e-03
   12,   11,   4.6088480340300e-04,   3.8678332351000e-04,  2.1736e-03,  2.1794e-03
   12,   12,   9.0514583812700e-04,   1.8257184593400e-03,  1.1788e-03,  1.1775e-03
   13,    0,   3.7496953676900e-03,   0.0000000000000e+00,  2.6128e-03,  0.0000e+00
   13,    1,  -5.3605207259700e-03,  -2.2868241664800e-03,  2.2149e-03,  1.9362e-03
   13,    2,  -4.9899854986100e-05,   3.8086875289800e-04,  1.4883e-03,  1.4259e-03
   13,    3,   2.2351253239700e-03,  -2.2023872332700e-04,  1.6211e-03,  1.4954e-03
   13,    4,   1.3790698147900e-03,  -5.0957836734600e-03,  1.6606e-03,  1.7076e-03
   13,    5,  -1.9245269098400e-03,   3.3949915522500e-04,  2.5552e-03,  2.5451e-03
   13,    6,   1.7348760639600e-04,  -8.4697179202500e-05,  2.8836e-03,  2.8851e-03
   13,    7,   3.1913557968500e-04,  -5.9468892742200e-06,  3.1432e-03,  3.1433e-03
   13,    8,  -1.2189435834500e-03,  -1.4281978295400e-03,  3.2219e-03,  3.2199e-03
   13,    9,  -6.8107116085200e-04,  -8.4783237596000e-05,  3.3540e-03,  3.3739e-03
   13,   10,  -6.4981619375400e-04,  -6.4284706654700e-05,  3.4370e-03,  3.4431e-03
   13,   11,   1.7491363725300e-03,  -3.9441380961400e-04,  3.4765e-03,  3.4738e-03
   13,   12,   1.3838093767200e-04,  -5.4561667071500e-05,  2.4965e-03,  2.4930e-03
   13,   13,  -5.9757963411900e-04,  -1.1527878899700e-03,  1.3598e-03,  1.3658e-03
   14,    0,  -2.0139371152000e-03,   0.0000000000000e+00,  1.4408e-03,  0.0000e+00
   14,    1,   1.4576817633400e-03,   1.6460148324800e-03,  1.0837e-03,  9.1405e-04
   14,    2,   8.1310509798000e-03,   4.1592794967600e-03,  1.1961e-03,  1.2266e-03
   14,    3,   2.0886347661900e-03,   1.6912275665000e-04,  1.1348e-03,  1.1096e-03
   14,    4,  -3.2415569338200e-03,   9.7750918492200e-04,  1.7235e-03,  1.6408e-03
   14,    5,  -4.0429559661600e-03,  -1.3387369923600e-04,  2.1056e-03,  2.1217e-03
   14,    6,   2.3469104535400e-03,   4.3866270520500e-03,  2.7141e-03,  2.7280e-03
   14,    7,  -1.0399173168600e-03,  -3.2188290957100e-03,  2.7342e-03,  2.7469e-03
   14,    8,  -1.2463943748300e-03,  -2.3308422948900e-03,  3.1870e-03,  3.2114e-03
   14,    9,  -1.9644624097900e-04,   7.9688814363700e-04,  3.0804e-03,  3.0813e-03
   14,   10,   1.1184418300700e-03,   1.7593493081800e-04,  3.3932e-03,  3.3877e-03
   14,   11,   1.5659953961600e-03,   1.4558226966300e-04,  3.2911e-03,  3.2948e-03
   14,   12,  -1.7234625518300e-03,  -7.2524477037000e-04,  2.9941e-03,  2.9863e-03
   14,   13,  -3.1442865651200e-04,   5.0967747931800e-05,  5.9468e-04,  6.0090e-04
   14,   14,   1.3168607872200e-03,   1.5096482534200e-03,  3.5021e-04,  3.5060e-04
   15,    0,   2.6213324236300e-03,   0.0000000000000e+00,  1.9583e-03,  0.0000e+00
   15,    1,  -5.2170485164100e-03,  -1.2951502075400e-04,  1.9877e-03,  1.6883e-03
   15,    2,   2.8738369081600e-04,   2.9257302848900e-03,  1.6587e-03,  1.4662e-03
   15,    3,  -1.7153616268300e-03,   4.5975159725400e-04,  2.0007e-03,  1.9712e-03
   15,    4,   2.2347748462800e-03,  -5.3027943071500e-03,  2.0114e-03,  2.1214e-03
   15,    5,  -2.9543173116000e-03,  -3.1767301722700e-03,  2.8404e-03,  2.8501e-03
   15,    6,  -2.8689057033100e-04,  -3.7005055903000e-04,  3.1671e-03,  3.1353e-03
   15,    7,  -1.3241396714300e-03,  -2.3785402447900e-04,  3.3788e-03,  3.3728e-03
   15,    8,  -3.0766593814200e-03,   7.6568675840000e-04,  3.4381e-03,  3.4188e-03
   15,    9,  -9.7482378275000e-04,  -8.2477901702700e-05,  3.7534e-03,  3.7861e-03
   15,   10,   2.5380247428700e-05,  -3.5026152832000e-04,  3.6237e-03,  3.6320e-03
   15,   11,  -8.5876076067300e-04,  -1.0840231508900e-03,  3.7503e-03,  3.7424e-03
   15,   12,   2.6030305187900e-04,   2.2829071436900e-04,  3.7531e-03,  3.7479e-03
   15,   13,   1.2670717090200e-03,   6.0042340760700e-04,  3.3725e-03,  3.3882e-03
   15,   14,   2.1177669330000e-04,  -1.4786431464300e-04,  7.4473e-04,  7.4169e-04
   15,   15,  -1.1364492664600e-03,  -1.0226601480500e-03,  3.7272e-04,  3.7331e-04
