 
  1.6000000000000000e+01, 4.4627547200400000e-04, 0.0000e+00,  15,  15, 1, 0.0000000e+00, 0.0000000e+00
    2,    0,  -5.2461839309700e-02,   0.0000000000000e+00,  2.2329e-06,  0.0000e+00
    2,    1,  -1.6379129611600e-06,  -1.4000380616400e-07,  1.0908e-06,  1.1009e-06
    2,    2,   8.2399387985800e-02,  -2.8109555901600e-02,  2.1788e-06,  3.4496e-06
    3,    0,  -1.4144653704500e-03,   0.0000000000000e+00,  5.4058e-06,  0.0000e+00
    3,    1,   4.0601647559600e-03,   3.3684689932300e-03,  2.0604e-06,  1.9953e-06
    3,    2,   1.7759140948900e-03,  -7.0380318147800e-04,  3.1127e-06,  3.0967e-06
    3,    3,  -1.0416399949600e-02,  -1.2071440482000e-02,  4.6530e-06,  4.6319e-06
    4,    0,   1.2931481996200e-02,   0.0000000000000e+00,  1.1683e-05,  0.0000e+00
    4,    1,  -1.0035093358400e-04,   1.3693992906300e-04,  4.3072e-06,  4.1633e-06
    4,    2,  -1.7468801832500e-02,   4.6290995307100e-03,  6.1938e-06,  6.4873e-06
    4,    3,  -3.0020119204600e-04,  -1.1920716425600e-04,  8.5209e-06,  8.5223e-06
    4,    4,   1.7455166890200e-02,  -9.1052927694800e-03,  1.0862e-05,  1.0925e-05
    5,    0,   6.5893385801300e-04,   0.0000000000000e+00,  2.4282e-05,  0.0000e+00
    5,    1,  -2.7650731600000e-03,  -1.2176437761000e-03,  1.1849e-05,  1.1317e-05
    5,    2,  -7.8340008366300e-04,   3.8129164979800e-04,  9.1652e-06,  8.9353e-06
    5,    3,   4.5761246483900e-03,   3.5394835441400e-03,  1.5935e-05,  1.6041e-05
    5,    4,   4.9690957376800e-04,  -6.9806257297700e-04,  2.1772e-05,  2.1721e-05
    5,    5,  -1.0206431481600e-02,  -5.8395056892200e-03,  2.4870e-05,  2.4824e-05
    6,    0,  -4.9783683043700e-03,   0.0000000000000e+00,  4.4881e-05,  0.0000e+00
    6,    1,  -2.4358436088400e-05,  -1.2380673640500e-04,  2.2802e-05,  2.2685e-05
    6,    2,   6.5423601291600e-03,  -1.1906895691200e-03,  1.9440e-05,  1.9874e-05
    6,    3,   2.8776085677700e-04,   7.5429705764200e-05,  2.6921e-05,  2.7231e-05
    6,    4,  -5.6469627576500e-03,   1.7687141547900e-03,  4.2112e-05,  4.1678e-05
    6,    5,  -4.8791226892100e-04,   4.7926579863600e-05,  5.2615e-05,  5.2554e-05
    6,    6,   5.0855987484500e-03,  -1.6021896355900e-03,  5.5476e-05,  5.5573e-05
    7,    0,  -4.5646555464600e-04,   0.0000000000000e+00,  9.2719e-05,  0.0000e+00
    7,    1,   1.7221284206800e-03,   7.0423230000600e-04,  5.8962e-05,  5.7034e-05
    7,    2,   3.8356286655300e-04,  -1.9821715064100e-04,  2.4166e-05,  2.6686e-05
    7,    3,  -2.4715688297200e-03,  -1.4363428458300e-03,  5.3922e-05,  5.3121e-05
    7,    4,  -2.4283674568600e-04,   3.2681715399600e-04,  7.4261e-05,  7.4812e-05
    7,    5,   3.7738068078200e-03,   1.9005157273400e-03,  1.0137e-04,  1.0121e-04
    7,    6,   3.2490873743500e-05,  -4.9585591705900e-04,  1.2204e-04,  1.2241e-04
    7,    7,  -6.7668252142700e-03,  -2.1981381773400e-03,  1.1979e-04,  1.1993e-04
    8,    0,   2.6321262063800e-03,   0.0000000000000e+00,  1.9591e-04,  0.0000e+00
    8,    1,  -5.0025157143600e-05,  -1.8050905617400e-05,  9.0934e-05,  8.5621e-05
    8,    2,  -3.1371505485100e-03,   2.8008699972100e-05,  1.0310e-04,  9.9402e-05
    8,    3,  -3.0870003006900e-04,  -3.1917876104600e-05,  8.3723e-05,  8.1468e-05
    8,    4,   2.7670365905000e-03,  -4.8085924840200e-04,  1.4770e-04,  1.4855e-04
    8,    5,   4.8258486814400e-04,  -1.0249439244300e-04,  1.8299e-04,  1.8350e-04
    8,    6,  -2.5413460856000e-03,   2.3875193716500e-05,  2.3340e-04,  2.3415e-04
    8,    7,  -1.9046541750900e-04,  -7.0041216874600e-05,  2.7039e-04,  2.7091e-04
    8,    8,   2.2672125201400e-03,   1.3711258897500e-03,  2.5098e-04,  2.5074e-04
    9,    0,   1.8238147052400e-04,   0.0000000000000e+00,  3.8037e-04,  0.0000e+00
    9,    1,  -7.6584181059800e-04,  -1.2582876320500e-04,  2.2515e-04,  1.9809e-04
    9,    2,  -3.7221473249500e-04,  -1.8946422084300e-04,  1.5235e-04,  1.3843e-04
    9,    3,   1.4159229898200e-03,   9.9861625245600e-04,  1.4635e-04,  1.4578e-04
    9,    4,  -4.8424434354600e-04,  -2.7483567425800e-04,  2.5333e-04,  2.5673e-04
    9,    5,  -1.7164541340500e-03,  -9.7986842089700e-04,  3.6300e-04,  3.6277e-04
    9,    6,  -2.3594722465100e-04,   8.4862669099400e-05,  4.2352e-04,  4.2198e-04
    9,    7,   3.0627464390600e-03,   8.6752452374100e-04,  5.2119e-04,  5.2100e-04
    9,    8,   4.3992390376100e-04,  -7.1260945918900e-05,  5.7850e-04,  5.7594e-04
    9,    9,  -3.2733931975900e-03,  -7.2259945048700e-04,  4.8895e-04,  4.8925e-04
   10,    0,  -3.4552192096200e-04,   0.0000000000000e+00,  7.4473e-04,  0.0000e+00
   10,    1,  -5.9227732225100e-04,   1.1235953886800e-03,  2.9242e-04,  3.0263e-04
   10,    2,   1.4459166222400e-03,  -7.6766265640500e-04,  2.5518e-04,  2.5350e-04
   10,    3,   4.1963993420900e-04,   4.5032262214200e-04,  2.3078e-04,  2.3911e-04
   10,    4,  -3.6148994448100e-05,  -7.0460480531400e-04,  4.5976e-04,  4.6386e-04
   10,    5,  -6.3068826873900e-04,  -9.2490476512900e-04,  6.2677e-04,  6.2535e-04
   10,    6,   1.5274153597100e-03,   9.3033343897500e-04,  8.2143e-04,  8.1946e-04
   10,    7,   7.9339054000000e-04,  -8.8826488003700e-04,  8.9765e-04,  8.9892e-04
   10,    8,  -9.0260874854300e-04,  -4.3581056505100e-05,  1.1111e-03,  1.1057e-03
   10,    9,  -1.5770165989500e-03,   5.2471013800200e-05,  1.0688e-03,  1.0676e-03
   10,   10,   1.1874193638400e-03,   1.3467734207400e-03,  7.5254e-04,  7.5148e-04
   11,    0,   1.5432149963600e-03,   0.0000000000000e+00,  1.2814e-03,  0.0000e+00
   11,    1,   6.3182397655900e-04,  -1.3854919704600e-03,  7.1368e-04,  7.0396e-04
   11,    2,   6.5221715891300e-05,  -1.3366939386700e-03,  3.6090e-04,  3.7636e-04
   11,    3,   3.9104015192300e-04,  -2.4689736240400e-04,  5.0670e-04,  5.0203e-04
   11,    4,  -1.3153921249500e-03,  -1.1510901980400e-03,  7.2592e-04,  7.3188e-04
   11,    5,   1.9029462734800e-03,   2.1045451908400e-03,  1.1405e-03,  1.1326e-03
   11,    6,   5.5737751080400e-04,  -2.7786173518900e-04,  1.3517e-03,  1.3504e-03
   11,    7,   1.2517986013400e-04,  -5.9268480688900e-04,  1.6017e-03,  1.5964e-03
   11,    8,   7.8754961380300e-04,  -5.8628400725200e-04,  1.7078e-03,  1.7065e-03
   11,    9,   2.8300026829900e-03,   1.4680737394600e-03,  2.0279e-03,  2.0319e-03
   11,   10,  -2.9165451834500e-04,   1.3891479979000e-04,  1.6487e-03,  1.6396e-03
   11,   11,  -1.2751900198700e-03,  -9.6176486985300e-04,  9.8177e-04,  9.7875e-04
   12,    0,   2.4313415748400e-04,   0.0000000000000e+00,  1.8123e-03,  0.0000e+00
   12,    1,   6.7040178251400e-04,   2.6614763424600e-03,  1.0840e-03,  1.0110e-03
   12,    2,   3.4096941250800e-03,   2.1133820843300e-03,  1.0846e-03,  1.0662e-03
   12,    3,   1.8439129839400e-03,   7.3471471985500e-04,  8.5368e-04,  8.3455e-04
   12,    4,   9.6345037504400e-04,  -7.7227242454200e-04,  1.2159e-03,  1.2029e-03
